Process,Rev_num,Sw_rev,Sw,Pc,krw,kro
1,3,0.60119006,0.650870316,1987.681966,0.167119828,0.078821562
1,3,0.60119006,0.660809587,1844.725618,0.181837887,0.071416073
1,3,0.60119006,0.67076848,1782.104663,0.1974108,0.070197296
1,3,0.60119006,0.680712938,1629.100511,0.212337796,0.066063918
1,3,0.60119006,0.690751929,1533.260277,0.235359677,0.061872838
1,3,0.60119006,0.700679439,1637.091766,0.248961678,0
1,3,0.60119006,0.710634621,1564.886014,0.259797465,0
1,3,0.60119006,0.720700258,1446.470218,0.279714895,0
1,3,0.60119006,0.730691777,1508.907911,0.314226521,0
1,3,0.60119006,0.74058463,1238.455259,0.33266518,0
1,3,0.60119006,0.750412398,901.9739357,0.336705619,0
1,3,0.60119006,0.760417514,931.7900518,0.332786503,0
1,3,0.60119006,0.770295383,703.7937964,0.337089898,0
