Process,Rev_num,Sw_rev,Sw,Pc,krw,kro,1-Sw
0,0,1,0.046768919,6245.834732,0,0.964666585,0.953231081
0,0,1,0.036763858,6802.30425,0,0.983162866,0.963236142
1,1,0.061788966,0.061788966,4838.500023,0,0.958182279,0.938211034
1,1,0.061788966,0.071806356,4149.074389,0,0.954792388,0.928193644
1,1,0.061788966,0.081833923,3687.677914,0,0.947704927,0.918166077
1,1,0.061788966,0.091880574,3406.567018,0,0.935099704,0.908119426
1,1,0.061788966,0.101899982,3187.767348,0,0.90891456,0.898100018
1,1,0.061788966,0.111900359,2947.785471,0,0.897014966,0.888099641
1,1,0.061788966,0.12194379,2839.910855,0,0.880223343,0.87805621
1,1,0.061788966,0.131913171,2741.17372,0,0.867976378,0.868086829
1,1,0.061788966,0.141905603,2619.403913,0,0.852627889,0.858094397
1,1,0.061788966,0.151965291,2546.386982,0,0.816638039,0.848034709
1,1,0.061788966,0.161958045,2465.622188,0,0.802798395,0.838041955
1,1,0.061788966,0.171899568,2480.041596,0,0.779827863,0.828100432
1,1,0.061788966,0.18189447,2402.839805,0,0.766889067,0.81810553
1,1,0.061788966,0.191882468,2400.613516,0.000235675,0.727738785,0.808117532
1,1,0.061788966,0.201867676,2342.542104,0.000377784,0.706703592,0.798132324
1,1,0.061788966,0.211852548,2336.429073,0.00069479,0.698902091,0.788147452
1,1,0.061788966,0.22178513,2214.917743,0.001024439,0.68562649,0.77821487
1,1,0.061788966,0.231810138,2204.966196,0.001190016,0.663094369,0.768189862
1,1,0.061788966,0.241798369,2144.328804,0.001955792,0.650620761,0.758201631
1,1,0.061788966,0.251785289,2144.665414,0.002861401,0.632106854,0.748214711
1,1,0.061788966,0.261754632,2109.706854,0.004920847,0.604399421,0.738245368
1,1,0.061788966,0.271736725,2114.466407,0.006512423,0.585687754,0.728263275
1,1,0.061788966,0.281709897,2041.05293,0.007901974,0.57741899,0.718290103
1,1,0.061788966,0.291694467,2032.868314,0.009911559,0.569194147,0.708305533
1,1,0.061788966,0.30168385,2053.091271,0.011627858,0.543972652,0.69831615
1,1,0.061788966,0.311650299,1957.14517,0.012992807,0.533177906,0.688349701
1,1,0.061788966,0.321656695,1956.838168,0.014288907,0.473962288,0.678343305
1,1,0.061788966,0.331638852,1932.18323,0.016842765,0.455068798,0.668361148
1,1,0.061788966,0.341618952,1925.920698,0.019792443,0.438557484,0.658381048
1,1,0.061788966,0.351599135,1931.325986,0.021592016,0.405061323,0.648400865
1,1,0.061788966,0.361570002,1873.931132,0.025607183,0.394237727,0.638429998
1,1,0.061788966,0.371565463,1857.321391,0.030070956,0.362705595,0.628434537
1,1,0.061788966,0.381540394,1872.232575,0.031570212,0.345954757,0.618459606
1,1,0.061788966,0.391524971,1797.783332,0.036058065,0.333452185,0.608475029
1,1,0.061788966,0.401499969,1822.86998,0.041582675,0.305655545,0.598500031
1,1,0.061788966,0.41146171,1746.11467,0.048408643,0.299389536,0.58853829
1,1,0.061788966,0.421452842,1763.155677,0.054944331,0.270259201,0.578547158
1,1,0.061788966,0.431424329,1785.723686,0.059238405,0.248625774,0.568575671
1,1,0.061788966,0.441395132,1698.815309,0.066242076,0.243266596,0.558604868
1,1,0.061788966,0.451379892,1762.368027,0.067074079,0.193110026,0.548620108
