Sw, kro, krw, Pc
0.306562988038774, 0.0384499713057119, 0.597176710417984, 0.00375765181607143
0.316569027378893, 0.0386184188783891, 0.596347137120583, 0.00380465981785714
0.326535147559235, 0.0387193944681015, 0.594860148213215, 0.0033550027232142903
0.336475237807206, 0.0396843829336973, 0.580789952102209, 0.00394017986785714
0.346459997468927, 0.0397808008878544, 0.529562594838502, 0.0039019481999999998
0.356464311504419, 0.0398162182512397, 0.509102445724696, 0.00383173933392857
0.366439779065704, 0.0400428295519084, 0.504285713251872, 0.0033962241482142896
0.376432924227545, 0.0400697636663331, 0.495291748580945, 0.0040536921428571395
0.38640737352189, 0.0402408904983028, 0.460813734146878, 0.0035681603624999995
0.396397631935651, 0.0403985760042418, 0.458975418117631, 0.0036226733625
0.406368144705086, 0.0410716908514311, 0.453074711370521, 0.0032319171160714298
0.416325198329461, 0.0496400617773508, 0.454091189538859, 0.00347484998571429
0.426312645729436, 0.0784469173360861, 0.444873106275489, 0.00329893763571429
0.436303915223672, 0.0952526001962163, 0.425766449482092, 0.00367836169285714
0.446279613304671, 0.0960500336394996, 0.423926669991886, 0.0032974130464285697
0.456256037218729, 0.0996884227292212, 0.419949063517663, 0.00300193081607143
0.466221711838184, 0.14061444292836, 0.420747920216933, 0.00312258051964286
0.476207709230459, 0.144300663068429, 0.40831048015752, 0.0030272507571428597
0.486190112284163, 0.168841147182922, 0.343210879979878, 0.00364103952321429
0.496178360145881, 0.169886974980366, 0.323510058037484, 0.0036058278267857096
0.50615545903493, 0.171397556164938, 0.321974935738384, 0.00324436120178571
0.516166049066392, 0.180172532397769, 0.293832887071553, 0.0034877195732142896
0.526134756374466, 0.181823525424378, 0.280223037882813, 0.0030782931214285696
0.536109214513692, 0.183788438867497, 0.271094402639762, 0.0028617685982142895
0.546088395266638, 0.189417585155939, 0.251253313593228, 0.0031021481517857098
0.556063044123613, 0.196343985050827, 0.237373528226664, 0.0028662648267857097
0.5660295943863, 0.207773341739925, 0.161348420061219, 0.00307258715892857
0.576015293816642, 0.228007924882318, 0.160790354151923, 0.002969176575
0.585998173941122, 0.229785338420924, 0.159313371457831, 0.0026460533839285697
0.595975459678285, 0.232207350224621, 0.157354665662293, 0.0023659184624999995
0.605937012583131, 0.248207272387797, 0.160252205785447, 0.00284468476607143
0.615917841800799, 0.252363549754818, 0.156381842051875, 0.00272377929107143
0.625886221848271, 0.287290090849566, 0.157247976142048, 0.0029747745107142898
0.635877968966087, 0.287806772977724, 0.156731969457409, 0.0028661414249999996
0.645863253792626, 0.289245612411371, 0.15525241203695, 0.0025309965
0.655851286060366, 0.295923738567013, 0.154068468905435, 0.00247118608392857
0.665827383266627, 0.298370018091433, 0.151012011396019, 0.00218634471964286
0.67578703452203, 0.314530969205967, 0.156530536118015, 0.0028592476875
0.685761987421794, 0.316571178519481, 0.155353014524528, 0.0025504993875
0.695734087847393, 0.325671236068877, 0.155339340009664, 0.0025525073785714297
0.70569541410216, 0.349010720494798, 0.152587604019307, 0.00273605972142857
0.71567711675184, 0.361820522917115, 0.151902373001944, 0.0025651782107142898
0.725648161319753, 0.372806064968178, 0.151596149425153, 0.00253245539464286
0.735641030631863, 0.376345823222118, 0.14842068680866, 0.0023705488232142902
0.745624773132254, 0.379270622315866, 0.143239102261586, 0.00207378470357143
0.75557321350082, 0.392432572041479, 0.133017964465721, 0.00327719670535714
0.765552030508029, 0.39419150737524, 0.122146580410385, 0.00280805957678571
0.775520432667704, 0.394468053250359, 0.108480532712654, 0.00327433155535714
0.785493859825472, 0.399406124326798, 0.0950007610801082, 0.00299626524642857
0.795469835414618, 0.400833545548574, 0.0, 0.0032081435303571403
0.80544618138316, 0.408921032852849, 0.0, 0.0025527748339285697
0.815431294840127, 0.413532366167903, 0.0, 0.00237895997142857
0.82538634122929, 0.420109738665274, 0.0, 0.00323710812857143
0.835376142473257, 0.435836411760983, 0.0, 0.0025985115803571395
0.845352250735619, 0.447452689403007, 0.0, 0.0024403545964285698
0.855330166670563, 0.456913691103436, 0.0, 0.0021952453553571397
0.865302554554798, 0.454339688425946, 0.0, 0.00228245599821429
0.875274174039985, 0.489797851816215, 0.0, 0.00208312354821429
0.885248590718831, 0.535037949070433, 0.0, 0.00211667127321429
0.895214980668047, 0.624824672150571, 0.0, 0.00203095325892857
0.905186981588733, 0.693593747901803, 0.0, 0.0021029319749999997
0.91515727434175, 0.747194501117819, 0.0, 0.002357805375
0.925121945067196, 0.764286904927224, 0.0, 0.0021410825142857103
0.935097251762206, 0.795926416218107, 0.0, 0.00170045427857143
0.945075261674012, 0.838634742096768, 0.0, 0.00188536690714286
0.955059479586763, 0.856206501738905, 0.0, 0.00108232371964286
0.965049728602838, 0.868515494955764, 0.0, 0.0010061356874999999
0.975046705256625, 0.951861542441212, 0.0, 0.0009544967571428569
0.985058756904694, 0.95702067653227, 0.0, 0.00194119606607143
0.995022316491948, 0.98526349493936, 0.0, 0.00203756173928571
